	Client ID	Receiving Income (Entry)	Income Source (Entry)	Monthly Amount (Entry)	Income Start Date (Entry)	Income End Date (Entry)	Provider (140-provider)_x	ReceivingIncome (Exit)	Source of Income (Exit)	Monthly Amount (Exit)	Income Start Date (Exit)	Income End Date (Exit)	Provider (140-provider)_y
1599	283791	No	Alimony or Other Spousal Support (HUD)		6/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1600	273661	No	Alimony or Other Spousal Support (HUD)		2/15/2016		XXXCLOSED_Mecklenburg County - Mecklenburg County -  Coordinated Assessment(5691)	No	Alimony or Other Spousal Support (HUD)		2/15/2016		XXXCLOSED_Mecklenburg County - Mecklenburg County -  Coordinated Assessment(5691)
1601	256214	No	Alimony or Other Spousal Support (HUD)		6/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1602	483773	No	Alimony or Other Spousal Support (HUD)		6/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1603	483775	No	Alimony or Other Spousal Support (HUD)		6/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1604	217041	No	Alimony or Other Spousal Support (HUD)		6/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1605	346048	No	Alimony or Other Spousal Support (HUD)		6/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1606	130013	No	Alimony or Other Spousal Support (HUD)		6/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1607	405886	No	Alimony or Other Spousal Support (HUD)		6/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1608	484080	No	Alimony or Other Spousal Support (HUD)		5/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1609	484110	No	Alimony or Other Spousal Support (HUD)		6/11/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/11/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1610	484109	No	Alimony or Other Spousal Support (HUD)		6/11/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/11/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1611	174807	No	Alimony or Other Spousal Support (HUD)		6/13/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/13/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1612	218475	No	Alimony or Other Spousal Support (HUD)		6/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1613	466024	No	Alimony or Other Spousal Support (HUD)		6/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1614	174821	No	Alimony or Other Spousal Support (HUD)		6/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1615	484675	No	Alimony or Other Spousal Support (HUD)		6/18/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/18/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1616	484674	No	Alimony or Other Spousal Support (HUD)		6/18/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/18/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1617	484673	No	Alimony or Other Spousal Support (HUD)		6/19/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/19/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1618	377103	No	Alimony or Other Spousal Support (HUD)		6/19/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/19/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1619	484927	No	Alimony or Other Spousal Support (HUD)		6/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1620	129786	No	Alimony or Other Spousal Support (HUD)		6/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1621	266249	No	Alimony or Other Spousal Support (HUD)		6/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1622	485129	No	Alimony or Other Spousal Support (HUD)		6/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1623	485223	No	Alimony or Other Spousal Support (HUD)		6/11/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/11/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1624	485227	No	Alimony or Other Spousal Support (HUD)		5/25/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/25/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1625	434832	No	Alimony or Other Spousal Support (HUD)		4/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		4/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1626	340231	No	Alimony or Other Spousal Support (HUD)		6/14/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/14/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1627	420293	No	Alimony or Other Spousal Support (HUD)		2/4/2016		Urban Ministries of Durham - Durham County - Families Emergency Shelter - Private(5837)	No	Alimony or Other Spousal Support (HUD)		2/4/2016		Urban Ministries of Durham - Durham County - Families Emergency Shelter - Private(5837)
1628	153907	No	Alimony or Other Spousal Support (HUD)		6/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1629	485472	No	Alimony or Other Spousal Support (HUD)		6/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/17/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1630	485473	No	Alimony or Other Spousal Support (HUD)		6/19/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/19/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1631	495393	No	Alimony or Other Spousal Support (HUD)		6/27/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/27/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1632	314203	No	Alimony or Other Spousal Support (HUD)		6/29/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/29/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1633	485857	No	Alimony or Other Spousal Support (HUD)		6/30/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/30/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1634	214669	No	Alimony or Other Spousal Support (HUD)		6/30/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		6/30/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1635	481784	No	Alimony or Other Spousal Support (HUD)		5/9/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/9/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1636	166964	No	Alimony or Other Spousal Support (HUD)		7/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1637	485955	No	Alimony or Other Spousal Support (HUD)		7/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1638	486162	No	Alimony or Other Spousal Support (HUD)		7/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1639	486164	No	Alimony or Other Spousal Support (HUD)		7/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1640	486295	No	Alimony or Other Spousal Support (HUD)		7/9/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/9/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1641	486478	No	Alimony or Other Spousal Support (HUD)		7/11/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/11/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1642	486543	No	Alimony or Other Spousal Support (HUD)		7/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1643	374609	No	Alimony or Other Spousal Support (HUD)		7/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/10/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1644	486862	No	Alimony or Other Spousal Support (HUD)		7/16/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/16/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1645	487060	No	Alimony or Other Spousal Support (HUD)		7/18/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/18/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1646	211998	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1647	487375	No	Alimony or Other Spousal Support (HUD)		5/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		5/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1648	487501	No	Alimony or Other Spousal Support (HUD)		7/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1649	487665	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1650	487759	No	Alimony or Other Spousal Support (HUD)		7/25/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/25/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1651	487911	No	Alimony or Other Spousal Support (HUD)		7/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1652	476705	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1653	320994	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1654	257614	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1655	487985	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/23/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1656	487992	No	Alimony or Other Spousal Support (HUD)		7/30/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/30/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1657	477781	No	Alimony or Other Spousal Support (HUD)		7/25/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/25/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1658	426087	No	Alimony or Other Spousal Support (HUD)		7/30/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/30/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1659	15513	No	Alimony or Other Spousal Support (HUD)		2/11/2013		Urban Ministries of Durham - Durham County(1562)	No	Alimony or Other Spousal Support (HUD)		2/11/2013		Urban Ministries of Durham - Durham County(1562)
1660	488241	No	Alimony or Other Spousal Support (HUD)		8/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1661	128375	No	Alimony or Other Spousal Support (HUD)		8/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1662	488240	No	Alimony or Other Spousal Support (HUD)		8/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1663	464836	No	Alimony or Other Spousal Support (HUD)		7/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1664	254705	No	Alimony or Other Spousal Support (HUD)		7/25/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		7/25/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1665	487778	No	Alimony or Other Spousal Support (HUD)		8/5/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/5/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1666	487777	No	Alimony or Other Spousal Support (HUD)		8/5/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/5/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1667	438055	No	Alimony or Other Spousal Support (HUD)		8/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1668	488548	No	Alimony or Other Spousal Support (HUD)		8/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1669	488547	No	Alimony or Other Spousal Support (HUD)		8/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1670	488736	No	Alimony or Other Spousal Support (HUD)		8/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1671	488735	No	Alimony or Other Spousal Support (HUD)		8/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1672	488737	No	Alimony or Other Spousal Support (HUD)		8/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1673	230119	No	Alimony or Other Spousal Support (HUD)		8/5/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/5/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1674	325263	No	Alimony or Other Spousal Support (HUD)		8/9/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/9/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1675	378315	No	Alimony or Other Spousal Support (HUD)		8/9/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/9/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1676	387589	No	Alimony or Other Spousal Support (HUD)		12/7/2014		Urban Ministries of Durham - Durham County(1562)	No	Alimony or Other Spousal Support (HUD)		12/7/2014		Urban Ministries of Durham - Durham County(1562)
1677	390304	No	Alimony or Other Spousal Support (HUD)		8/13/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/13/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1678	425738	No	Alimony or Other Spousal Support (HUD)		8/13/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/13/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1679	489122	No	Alimony or Other Spousal Support (HUD)		8/13/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/13/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1680	489370	No	Alimony or Other Spousal Support (HUD)		8/15/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/15/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1681	252667	No	Alimony or Other Spousal Support (HUD)		8/15/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/15/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1682	158605	No	Alimony or Other Spousal Support (HUD)		8/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/6/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1683	489666	No	Alimony or Other Spousal Support (HUD)		8/15/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/15/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1684	110517	No	Alimony or Other Spousal Support (HUD)		8/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/20/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1685	489790	No	Alimony or Other Spousal Support (HUD)		8/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1686	489369	No	Alimony or Other Spousal Support (HUD)		8/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/8/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1687	489875	No	Alimony or Other Spousal Support (HUD)		8/21/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/21/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1688	489961	No	Alimony or Other Spousal Support (HUD)		8/16/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/16/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1689	298422	No	Alimony or Other Spousal Support (HUD)		8/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1690	451261	No	Alimony or Other Spousal Support (HUD)		8/16/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/16/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1691	407506	No	Alimony or Other Spousal Support (HUD)		8/7/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/7/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1692	490117	No	Alimony or Other Spousal Support (HUD)		8/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/24/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1693	490732	No	Alimony or Other Spousal Support (HUD)		9/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1694	202524	No	Alimony or Other Spousal Support (HUD)		9/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1695	129902	No	Alimony or Other Spousal Support (HUD)		9/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1696	490730	No	Alimony or Other Spousal Support (HUD)		9/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/1/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1697	419389	No	Alimony or Other Spousal Support (HUD)		8/26/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/26/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1698	348889	No	Alimony or Other Spousal Support (HUD)		8/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		8/3/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1699	490891	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1700	386564	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		9/4/2018		Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)
1701	467749	No	Alimony or Other Spousal Support (HUD)	769.0	9/5/2018	12/28/2018	Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838)	No	Alimony or Other Spousal Support (HUD)		1/8/2019		XXXClosed2019 Urban Ministries of Durham - Durham County - Fresh Start III - City ESG(7619)
